Run case 5
HPWL, seed
506871,686
506651,688
512782,690
518923,683
506871,686
512782,690
508516,685
511907,696
511620,682
511677,684
509514,738
511677,684
509731,691
511677,684
512782,690
506871,686
512394,695
506871,686
515130,729
511204,723
516989,656
511204,723
513382,660
511620,682
507463,676
507851,719
510268,693
509059,687
512394,695
509059,687
511275,706
507227,665
511304,680
510299,808
507794,760
514849,759
511275,706
514972,699
504427,707
519451,789
515014,774
508681,700
514972,699
514972,699
511582,689
511731,705
506651,688
508467,831
507222,975
511064,1002
502202,1019
513746,1098
512153,816
513345,714
511731,705
512827,749
508681,700
513316,746
506552,720
511203,701
509731,691
507363,712
509731,691
510268,693
510268,693
513898,694
509059,687
510080,692
506871,686
509731,691
511620,682
510268,693
508516,685
511304,680
518923,683
511620,682
510268,693
515394,716
509257,740
512394,695
513468,737
511582,689
510080,692
506871,686
509059,687
511677,684
512817,703
511408,702
514972,699
510437,671
515695,698
514972,699
511677,684
510268,693
511582,689
511677,684
512782,690
511582,689
512782,690
509059,687
512998,681
512782,690
506871,686
511677,684
506651,688
506651,688
508516,685
508040,721
508516,685
509059,687
511677,684
506871,686
511677,684
515130,729
511620,682
507716,717
518923,683
508516,685
506359,678
511677,684
511677,684
506651,688
511677,684
511620,682
506871,686
506651,688
508516,685
511582,689
513898,694
509059,687
512782,690
511677,684
511620,682
511677,684
511620,682
508516,685
518923,683
515695,698
509059,687
506651,688
510080,692
508516,685
506651,688
512394,695
518923,683
515695,698
512998,681
504427,707
506651,688
512394,695
506651,688
514972,699
506871,686
512541,741
508681,700
511275,706
507251,669
511854,772
516371,661
511649,659
512333,679
511590,664
508022,658
508022,658
513016,657
507227,665
516371,661
511649,659
512596,727
513016,657
508681,700
516371,661
516371,661
508022,658
513382,660
511649,659
516371,661
508194,662
511590,664
507001,663
511590,664
515695,698
507001,663
511731,705
511649,659
513016,657
508022,658
508022,658
511590,664
516371,661
508194,662
511649,659
510268,693
507227,665
511731,705
511590,664
511590,664
511649,659
516989,656
510894,731
516386,672
507001,663
514349,668
507227,665
508194,662
504427,707
508022,658
505619,722
513382,660
511649,659
511649,659
507251,669
507227,665
514349,668
507001,663
506579,734
514493,674
514349,668
511682,666
510169,667
507001,663
513008,670
507363,712
513382,660
506552,720
508022,658
513016,657
511649,659
507227,665
507001,663
508194,662
508194,662
508022,658
516371,661
511649,659
513345,714
514349,668
508510,732
511649,659
513382,660
511590,664
508194,662
508194,662
511649,659
508022,658
511620,682
514349,668
516371,661
514349,668
513382,660
507001,663
516371,661
505086,704
513382,660
510169,667
507251,669
513382,660
516371,661
516371,661
510169,667
516371,661
510169,667
511590,664
516371,661
507001,663
511731,705
511649,659
513828,733
508022,658
513382,660
510169,667
516989,656
507227,665
513016,657
510169,667
507001,663
507001,663
513382,660
507001,663
512770,655
518923,683
516371,661
513382,660
516989,656
514349,668
510169,667
516371,661
516371,661
507001,663
514561,677
513016,657
507001,663
508194,662
516386,672
516371,661
511649,659
516371,661
513382,660
516371,661
511649,659
516371,661
511649,659
511082,904
512770,655
513720,673
507227,665
511275,706
511590,664
511408,702
507251,669
513382,660
508022,658
507227,665
511649,659
507001,663
508194,662
511649,659
508194,662
513382,660
507991,718
511590,664
504427,707
511590,664
512782,690
511649,659
511649,659
506871,686
507001,663
514349,668
508022,658
513898,694
510169,667
512015,713
507227,665
507851,719
516989,656
508194,662
510169,667
507227,665
516371,661
516371,661
507227,665
508194,662
511649,659
516371,661
512394,695
513382,660
511731,705
507001,663
508194,662
508194,662
516371,661
511649,659
516371,661
516371,661
513382,660
503096,633
516371,661
506552,720
513382,660
506315,730
508022,658
516989,656
507227,665
512596,727
508022,658
507001,663
513382,660
516989,656
509890,650
508022,658
516197,715
511682,666
508510,732
507001,663
512312,747
516371,661
514349,668
507227,665
510169,667
510437,671
511731,705
512817,703
511203,701
510407,710
507991,718
508531,756
511021,766
507463,676
507851,719
516371,661
511275,706
516386,672
513008,670
513382,660
513855,643
510080,692
511590,664
510169,667
513016,657
511649,659
512895,646
511204,723
510635,639
515394,716
513720,673
507001,663
510437,671
511649,659
511682,666
516989,656
507227,665
508194,662
507227,665
514349,668
510572,743
510169,667
512817,703
516371,661
507227,665
511682,666
514349,668
511590,664
513720,673
516371,661
510169,667
516371,661
511590,664
507716,717
510169,667
515394,716
510437,671
512817,703
516386,672
511590,664
510169,667
511590,664
513720,673
511590,664
511682,666
513382,660
511731,705
512770,655
515130,729
513382,660
508956,728
511682,666
514561,677
512782,690
512333,679
516386,672
518923,683
514972,699
512333,679
508194,662
508516,685
508194,662
506359,678
514349,668
516386,672
507251,669
513720,673
514172,675
506359,678
507991,718
507001,663
510407,710
516371,661
512394,695
516386,672
511590,664
512817,703
516371,661
510169,667
510437,671
506359,678
510169,667
512998,681
516371,661
513468,737
513008,670
506359,678
511203,701
511204,723
507001,663
508956,728
508194,662
508956,728
507227,665
512333,679
510437,671
511590,664
516371,661
514349,668
510437,671
513382,660
516371,661
510169,667
513016,657
511590,664
513316,746
507001,663
516197,715
511590,664
513345,714
510437,671
511275,706
507251,669
507227,665
511590,664
516371,661
508194,662
508194,662
516371,661
513016,657
515695,698
516371,661
510437,671
513382,660
511649,659
516371,661
511590,664
508194,662
511682,666
513016,657
511682,666
508022,658
508022,658
506479,711
507001,663
511203,701
508022,658
513382,660
508194,662
510169,667
516989,656
511590,664
513382,660
516371,661
507001,663
513382,660
507331,769
514493,674
514748,708
511590,664
511682,666
511590,664
516371,661
508194,662
511649,659
516371,661
511649,659
511590,664
513008,670
507227,665
516371,661
511408,702
511203,701
506479,711
511677,684
513828,733
516386,672
508022,658
507251,669
511682,666
513008,670
507001,663
511590,664
507001,663
513382,660
511649,659
512015,713
513008,670
508956,728
507251,669
508956,728
507001,663
511590,664
511590,664
510169,667
511682,666
507227,665
510169,667
508194,662
511203,701
507227,665
512967,709
511590,664
507001,663
507227,665
511590,664
513382,660
507227,665
508194,662
508022,658
507001,663
507001,663
514972,699
516371,661
506479,711
507251,669
511590,664
514349,668
516371,661
512333,679
511682,666
508022,658
516371,661
507251,669
511590,664
511649,659
511590,664
505619,722
513016,657
512596,727
511682,666
508194,662
507001,663
514561,677
507001,663
507001,663
511682,666
508194,662
508194,662
511590,664
511590,664
513382,660
504352,742
507001,663
507716,717
507227,665
511682,666
507227,665
508194,662
508194,662
516371,661
507227,665
513382,660
513382,660
513382,660
511649,659
511649,659
511275,706
513016,657
510169,667
508194,662
511649,659
508194,662
511649,659
513706,654
513016,657
510169,667
508194,662
504427,707
507001,663
511383,751
513008,670
511204,723
511590,664
508194,662
516989,656
513016,657
508022,658
516371,661
513382,660
507001,663
508194,662
512770,655
514972,699
511649,659
516989,656
508194,662
513016,657
507001,663
507001,663
511649,659
513382,660
511649,659
513008,670
511907,696
510169,667
512817,703
511649,659
513008,670
511649,659
507227,665
507001,663
511682,666
513382,660
511649,659
509731,691
513008,670
504427,707
516371,661
508194,662
511590,664
513382,660
511590,664
508194,662
511682,666
508022,658
516989,656
513016,657
505619,722
513008,670
516386,672
516371,661
507001,663
513382,660
507227,665
508194,662
513382,660
511408,702
510437,671
507001,663
507227,665
516371,661
507251,669
511907,696
512770,655
499704,781
507001,663
507227,665
516371,661
511590,664
508194,662
507227,665
507001,663
512967,709
507251,669
513382,660
509720,652
508022,658
511408,702
512998,681
510111,913
511304,680
510437,671
511682,666
513345,714
516386,672
510199,744
507251,669
507991,718
507001,663
514748,708
513382,660
507251,669
507227,665
510169,667
516371,661
514561,677
514972,699
512998,681
508194,662
511682,666
512394,695
512333,679
511204,723
507001,663
515394,716
506651,688
508040,721
512998,681
516989,656
507227,665
506359,678
516371,661
508194,662
513008,670
518923,683
507463,676
511590,664
511649,659
516371,661
510894,731
511649,659
514748,708
508194,662
508194,662
508022,658
513382,660
508194,662
516371,661
511590,664
508194,662
516989,656
511590,664
507062,697
516371,661
512817,703
508022,658
508194,662
507227,665
513382,660
513016,657
516371,661
510169,667
516371,661
511907,696
516371,661
511275,706
516371,661
507001,663
516989,656
507227,665
516989,656
507001,663
513016,657
508022,658
511275,706
513016,657
513382,660
512782,690
507227,665
508194,662
508022,658
511649,659
511682,666
507227,665
507001,663
506479,711
511649,659
506315,730
513016,657
508022,658
508194,662
511649,659
511682,666
507001,663
507001,663
511649,659
507851,719
507001,663
507227,665
512934,653
513720,673
507251,669
507227,665
507227,665
508194,662
516989,656
511649,659
511275,706
508022,658
505086,704
516989,656
507227,665
511682,666
514349,668
508194,662
507227,665
507463,676
511677,684
511590,664
507001,663
516371,661
516371,661
507991,718
513016,657
505086,704
511590,664
516371,661
511649,659
507227,665
511649,659
513382,660
513382,660
514349,668
512998,681
511649,659
513345,714
508194,662
514025,724
511590,664
516989,656
516989,656
513382,660
511649,659
511649,659
516371,661
516371,661
510894,731
514972,699
507851,719
516371,661
508510,732
513008,670
507251,669
507227,665
516989,656
507001,663
511590,664
515130,729
510169,667
514349,668
514172,675
511590,664
514172,675
508040,721
506651,688
511639,739
514349,668
511731,705
513720,673
507363,712
513008,670
507001,663
511682,666
511649,659
507001,663
513382,660
507251,669
511682,666
512817,703
514349,668
509257,740
513016,657
513468,737
508194,662
514493,674
510169,667
516371,661
507251,669
511590,664
511590,664
508194,662
510437,671
507251,669
507716,717
508194,662
507851,719
513016,657
510894,731
508022,658
508022,658
511304,680
513008,670
507001,663
511649,659
508516,685
512782,690
513016,657
507227,665
511590,664
513382,660
511203,701
516371,661
513016,657
513706,654
511590,664
516371,661
511590,664
508022,658
511590,664
509257,740
507001,663
512817,703
516371,661
510169,667
513382,660
513855,643
514172,675
511620,682
507204,736
511590,664
515394,716
516371,661
511408,702
515695,698
515695,698
513345,714
510407,710
515394,716
512015,713
509257,740
507463,676
507062,697
511408,702
512394,695
504427,707
511731,705
512967,709
512817,703
511275,706
507851,719
515695,698
505619,722
511907,696
512015,713
515695,698
513345,714
507062,697
504427,707
507062,697
506479,711
511408,702
511731,705
511408,702
512967,709
514972,699
505086,704
515394,716
511907,696
513345,714
513898,694
514748,708
514972,699
512967,709
504427,707
511203,701
515695,698
505086,704
515695,698
506479,711
516197,715
505086,704
511408,702
505619,722
507062,697
508681,700
515394,716
510268,693
514972,699
509731,691
507363,712
514972,699
514748,708
505086,704
511203,701
514972,699
510268,693
510080,692
511907,696
514748,708
514972,699
512394,695
508681,700
512394,695
511275,706
514748,708
511203,701
507062,697
511907,696
515695,698
514972,699
515695,698
508681,700
514972,699
509731,691
511383,751
507363,712
511582,689
513720,673
510169,667
514025,724
507001,663
504352,742
516989,656
511590,664
511649,659
514349,668
511590,664
511682,666
508022,658
507463,676
510268,693
514172,675
514349,668
513008,670
511203,701
507251,669
512817,703
514349,668
514493,674
513008,670
508022,658
511682,666
507227,665
511682,666
508022,658
513382,660
511682,666
512596,727
511649,659
506552,720
511590,664
511590,664
507001,663
507001,663
516371,661
508194,662
516371,661
513016,657
511649,659
507251,669
506315,730
511649,659
515695,698
516371,661
508194,662
508022,658
507001,663
511649,659
516371,661
508194,662
507227,665
507062,697
511590,664
511649,659
507463,676
506871,686
512998,681
518923,683
505086,704
513212,761
508749,790
514529,806
515694,792
506758,814
518577,794
508997,860
513004,853
516347,855
509185,851
509606,850
513405,856
517651,852
508768,849
508768,849
515446,854
508768,849
516613,847
508997,860
510921,857
513004,853
508997,860
517651,852
515446,854
508832,846
517651,852
508832,846
508768,849
508023,869
510921,857
517651,852
509606,850
510637,845
508768,849
515446,854
513157,844
509185,851
509348,865
508997,860
508832,846
510747,848
516347,855
509185,851
516613,847
515446,854
510747,848
514039,877
510268,693
518923,683
513382,660
516371,661
508022,658
508194,662
514493,674
515130,729
516989,656
511204,723
511590,664
512770,655
507227,665
507001,663
516371,661
508194,662
513016,657
513382,660
508022,658
508022,658
505086,704
514349,668
511620,682
516371,661
511590,664
508022,658
513016,657
513382,660
516371,661
508022,658
507463,676
513898,694
507463,676
510407,710
508194,662
508194,662
513382,660
508022,658
513382,660
507463,676
511649,659
508194,662
511590,664
516989,656
515394,716
507001,663
507991,718
506359,678
507001,663
508022,658
507001,663
516371,661
513016,657
511590,664
513016,657
511204,723
513382,660
512015,713
507001,663
505086,704
511649,659
516386,672
508040,721
511620,682
507001,663
507001,663
516371,661
507463,676
514493,674
513382,660
514972,699
516371,661
508681,700
511590,664
511649,659
514561,677
510169,667
512998,681
511682,666
508516,685
513382,660
507001,663
507001,663
516197,715
508194,662
514174,725
507227,665
512817,703
511590,664
507227,665
508022,658
507001,663
508022,658
511682,666
513382,660
516371,661
511649,659
508022,658
512817,703
514349,668
511275,706
508022,658
513382,660
508194,662
516371,661
513720,673
511590,664
511304,680
511682,666
516371,661
514172,675
507062,697
516386,672
506552,720
514172,675
516371,661
510169,667
516371,661
508194,662
513382,660
516989,656
513016,657
514349,668
511682,666
512596,727
507227,665
514025,724
511649,659
513382,660
507001,663
514349,668
511590,664
510169,667
511649,659
512770,655
511649,659
508022,658
514972,699
512770,655
511731,705
507227,665
511649,659
507251,669
516989,656
513382,660
516989,656
513382,660
507227,665
508681,700
516371,661
516371,661
507227,665
511590,664
516371,661
513382,660
508194,662
513016,657
513016,657
511649,659
512895,646
511649,659
504427,707
508022,658
513016,657
511590,664
508022,658
511590,664
508194,662
516371,661
510169,667
508194,662
513382,660
512394,695
513382,660
511731,705
513382,660
508194,662
507001,663
516371,661
508022,658
513382,660
513382,660
511649,659
508194,662
512333,679
512537,748
511907,696
511204,723
507227,665
505958,758
508194,662
512934,653
516371,661
510437,671
511590,664
507463,676
511590,664
511590,664
516371,661
513016,657
506479,711
513382,660
511204,723
508194,662
513016,657
513382,660
513016,657
511649,659
511590,664
511682,666
516386,672
508022,658
508194,662
514972,699
511649,659
507851,719
513382,660
513720,673
511408,702
513720,673
510437,671
511649,659
516371,661
513720,673
508194,662
514172,675
505619,722
508194,662
507851,719
513016,657
507204,736
507001,663
514349,668
513898,694
510437,671
513382,660
508022,658
513016,657
511590,664
507227,665
511682,666
512596,727
511590,664
516386,672
510169,667
511649,659
513382,660
516371,661
516989,656
513382,660
513382,660
513382,660
513345,714
516371,661
511203,701
511649,659
513382,660
508022,658
508516,685
516371,661
514349,668
508194,662
508022,658
507204,736
508194,662
506976,735
507001,663
507204,736
511649,659
511649,659
513382,660
513382,660
511682,666
508956,728
507001,663
516386,672
511649,659
507716,717
508681,700
516371,661
510407,710
508194,662
511649,659
508194,662
516371,661
516371,661
511649,659
511649,659
513382,660
507851,719
511649,659
511204,723
513382,660
516989,656
508022,658
508194,662
512782,690
511408,702
512998,681
506871,686
507363,712
510407,710
511408,702
513345,714
511275,706
504427,707
511275,706
507363,712
511275,706
512596,727
509731,691
508681,700
510080,692
504427,707
512394,695
515695,698
511275,706
514972,699
512015,713
511907,696
504427,707
508681,700
511731,705
515695,698
510407,710
512394,695
511203,701
512817,703
511275,706
511203,701
508681,700
507062,697
511907,696
512394,695
511731,705
508681,700
507062,697
505086,704
510268,693
514748,708
510080,692
510407,710
508681,700
515695,698
512394,695
507062,697
513898,694
511408,702
509731,691
513898,694
507062,697
511203,701
507062,697
511408,702
511275,706
511907,696
511203,701
508681,700
507251,669
508681,700
505086,704
511907,696
515695,698
513898,694
511907,696
514972,699
510080,692
510268,693
513898,694
511203,701
512394,695
512817,703
515695,698
504427,707
511907,696
507062,697
512817,703
512394,695
507062,697
507062,697
512782,690
510268,693
507062,697
510080,692
511408,702
506315,730
514174,725
511731,705
513008,670
507062,697
511907,696
505086,704
508681,700
511408,702
512394,695
511907,696
514972,699
515695,698
511203,701
511907,696
512541,741
512817,703
511408,702
508681,700
511203,701
515695,698
511907,696
514972,699
507062,697
514972,699
511907,696
515695,698
515695,698
511907,696
511731,705
511907,696
514972,699
512394,695
507363,712
510268,693
508040,721
505086,704
507062,697
510080,692
511731,705
513898,694
512394,695
515695,698
511203,701
511203,701
513898,694
505086,704
510268,693
514748,708
507062,697
507851,719
511907,696
512394,695
507062,697
507363,712
512817,703
514972,699
510268,693
515695,698
505086,704
511907,696
510268,693
510268,693
511731,705
510268,693
504427,707
511907,696
516197,715
512817,703
514972,699
511907,696
513898,694
515695,698
507062,697
512394,695
511907,696
511731,705
511907,696
513898,694
508681,700
505086,704
508681,700
512817,703
514972,699
510407,710
513898,694
512394,695
514972,699
508681,700
508681,700
511907,696
511731,705
507062,697
511907,696
513898,694
512394,695
515695,698
505086,704
512394,695
515695,698
510268,693
511907,696
515695,698
508681,700
508681,700
514972,699
512817,703
512394,695
508681,700
512394,695
511275,706
514972,699
515695,698
510080,692
511275,706
507062,697
513898,694
515695,698
515695,698
515695,698
508681,700
515695,698
512394,695
511582,689
507062,697
510407,710
512394,695
511907,696
512967,709
510407,710
507062,697
508681,700
513898,694
511203,701
510268,693
507062,697
507062,697
511203,701
511907,696
511907,696
511907,696
511907,696
514972,699
514972,699
514972,699
508681,700
511204,723
514972,699
511907,696
505086,704
512817,703
512394,695
510080,692
512394,695
511907,696
509731,691
512394,695
513898,694
511907,696
511408,702
507062,697
511203,701
514972,699
505086,704
512596,727
512967,709
515695,698
511203,701
511907,696
511203,701
507062,697
515695,698
511907,696
512817,703
507991,718
511203,701
511907,696
512394,695
508516,685
507851,719
511408,702
511275,706
511907,696
514972,699
511907,696
511408,702
512394,695
511907,696
511203,701
515695,698
511907,696
511408,702
508681,700
511408,702
507062,697
508681,700
507062,697
513898,694
514972,699
512394,695
511408,702
511907,696
511203,701
515695,698
508681,700
512782,690
511731,705
513898,694
504427,707
512782,690
512817,703
510080,692
511907,696
505086,704
513898,694
508681,700
511408,702
506479,711
514972,699
508681,700
515695,698
504427,707
512394,695
510407,710
515695,698
511731,705
512394,695
513898,694
511907,696
511203,701
514972,699
510268,693
512394,695
515695,698
511907,696
508681,700
511907,696
515695,698
511275,706
510080,692
505086,704
508681,700
511907,696
515695,698
511907,696
512817,703
511907,696
515695,698
507062,697
514972,699
512394,695
512817,703
512394,695
511275,706
512817,703
507062,697
511203,701
508681,700
508681,700
507062,697
509731,691
507062,697
511907,696
512782,690
513898,694
507062,697
510268,693
508681,700
507062,697
507062,697
514972,699
515695,698
511907,696
511907,696
512967,709
510268,693
514972,699
513898,694
513898,694
507062,697
511203,701
510080,692
511203,701
511907,696
514972,699
511203,701
508681,700
508681,700
515695,698
515695,698
509731,691
506579,734
508681,700
511907,696
515695,698
513898,694
507062,697
510268,693
511203,701
507062,697
510268,693
511731,705
511203,701
511203,701
514748,708
511907,696
514172,675
512394,695
512817,703
507062,697
511907,696
515695,698
508681,700
507062,697
514972,699
510268,693
515695,698
512817,703
511907,696
511408,702
511907,696
514748,708
513898,694
507062,697
512394,695
510268,693
507062,697
511408,702
506579,734
511731,705
514972,699
514972,699
514972,699
507062,697
511907,696
514972,699
507851,719
515695,698
511408,702
515695,698
515695,698
511203,701
510572,743
512817,703
512817,703
507062,697
514972,699
512817,703
509731,691
511203,701
513898,694
504427,707
514972,699
508681,700
510268,693
514972,699
512817,703
505086,704
511408,702
507062,697
515695,698
508681,700
511731,705
511408,702
512394,695
510080,692
507062,697
510268,693
511907,696
507062,697
513898,694
512394,695
515695,698
515695,698
511203,701
511408,702
509731,691
506552,720
511907,696
513898,694
512015,713
514972,699
511203,701
512394,695
511203,701
511203,701
507062,697
511907,696
510080,692
515695,698
514748,708
511907,696
506479,711
507001,663
514748,708
512770,655
507991,718
507001,663
513720,673
516371,661
513016,657
508194,662
514748,708
511677,684
507251,669
510437,671
508681,700
510169,667
508510,732
512394,695
514101,726
511682,666
515130,729
508022,658
513382,660
513016,657
508194,662
513382,660
513382,660
512770,655
507001,663
512312,747
514748,708
512967,709
511682,666
514493,674
510169,667
506651,688
511590,664
514493,674
508022,658
514493,674
508194,662
507463,676
511590,664
513720,673
513828,733
514349,668
515394,716
511649,659
516197,715
507001,663
514493,674
510169,667
516371,661
508194,662
513382,660
516989,656
516371,661
507227,665
511590,664
512596,727
511649,659
510268,693
513706,654
516386,672
516371,661
511649,659
513016,657
513382,660
508194,662
507227,665
512770,655
511590,664
513898,694
508194,662
511649,659
516371,661
508022,658
507251,669
507251,669
511649,659
508194,662
508194,662
513382,660
511275,706
508022,658
514972,699
511590,664
512782,690
511649,659
514349,668
511649,659
508022,658
513382,660
516371,661
510169,667
516989,656
511907,696
508194,662
511408,702
507001,663
510169,667
511649,659
507227,665
514561,677
516386,672
514349,668
507001,663
511590,664
513008,670
511408,702
508022,658
511203,701
516386,672
511682,666
511590,664
510169,667
508022,658
512770,655
510169,667
511304,680
510169,667
508194,662
511203,701
508194,662
511682,666
516371,661
514172,675
516371,661
511590,664
513008,670
508022,658
516371,661
511590,664
508022,658
508194,662
508681,700
516989,656
510437,671
511682,666
513382,660
516989,656
507001,663
507001,663
514349,668
509059,687
508194,662
506479,711
513382,660
514174,725
511590,664
508194,662
511590,664
511649,659
510437,671
507001,663
511649,659
514349,668
508022,658
510437,671
516386,672
514561,677
512537,748
507463,676
514174,725
516989,656
511907,696
510169,667
511649,659
513016,657
511649,659
507001,663
513382,660
508194,662
516386,672
511204,723
513008,670
512817,703
512394,695
507062,697
512333,679
512394,695
511620,682
506651,688
511304,680
511204,723
512394,695
511677,684
512394,695
516386,672
511203,701
513828,733
513898,694
509059,687
511582,689
516989,656
512782,690
509720,652
511620,682
513016,657
512333,679
513016,657
510080,692
518923,683
511620,682
514561,677
508516,685
511649,659
511304,680
513016,657
506651,688
512934,653
511582,689
509059,687
506871,686
512394,695
508516,685
506651,688
506651,688
513898,694
508516,685
512394,695
518923,683
511907,696
512333,679
506651,688
518923,683
506651,688
509731,691
509059,687
511677,684
509731,691
511582,689
511275,706
511582,689
510080,692
509731,691
512394,695
512782,690
512782,690
508516,685
506651,688
512998,681
512782,690
506871,686
518923,683
512782,690
509720,652
506651,688
506359,678
508516,685
511620,682
511677,684
511582,689
511620,682
508516,685
512998,681
508516,685
508516,685
512998,681
511620,682
511677,684
518923,683
512998,681
506871,686
511304,680
506871,686
508516,685
511677,684
512998,681
506871,686
512998,681
511304,680
511203,701
511408,702
510080,692
511582,689
509059,687
508516,685
506651,688
510268,693
511304,680
511620,682
506479,711
512782,690
513898,694
510268,693
506871,686
508956,728
513898,694
509059,687
508516,685
509731,691
506871,686
506871,686
509059,687
508516,685
518923,683
508516,685
511582,689
518923,683
511304,680
506871,686
511677,684
511304,680
512394,695
511620,682
518923,683
511582,689
511677,684
508516,685
506871,686
506651,688
511677,684
512998,681
511677,684
508516,685
512998,681
518923,683
512333,679
512998,681
512998,681
518923,683
511620,682
506651,688
506871,686
506871,686
509059,687
506871,686
510080,692
511304,680
508516,685
511304,680
518923,683
518923,683
518923,683
512782,690
508516,685
510080,692
511677,684
511582,689
512998,681
518923,683
509059,687
511582,689
512782,690
508516,685
512333,679
512782,690
511677,684
508516,685
509059,687
509731,691
511677,684
513898,694
511677,684
512782,690
511677,684
509731,691
511677,684
511582,689
511620,682
510080,692
506651,688
508516,685
511677,684
512782,690
506651,688
511677,684
506359,678
508040,721
512333,679
511582,689
509731,691
511582,689
512782,690
513898,694
513898,694
512817,703
513008,670
511731,705
513008,670
508022,658
510169,667
511682,666
511590,664
511590,664
507227,665
511590,664
511682,666
511590,664
505086,704
511649,659
513345,714
508022,658
508040,721
514493,674
510268,693
508194,662
516989,656
516386,672
513706,654
507227,665
508194,662
507227,665
513382,660
515695,698
507227,665
512817,703
513382,660
507001,663
516989,656
508022,658
508194,662
513382,660
511649,659
508022,658
508022,658
507227,665
510080,692
516371,661
507001,663
508194,662
511649,659
508194,662
511682,666
511590,664
507001,663
507001,663
507001,663
513468,737
516371,661
512817,703
516371,661
513706,654
514349,668
513382,660
507001,663
507001,663
512770,655
511590,664
506479,711
512817,703
514748,708
507251,669
513741,886
507001,663
514349,668
513008,670
508194,662
507227,665
513382,660
514349,668
512998,681
507227,665
507227,665
508681,700
512817,703
507363,712
510437,671
513382,660
511649,659
507227,665
516371,661
511682,666
507001,663
516371,661
509365,645
508022,658
507062,697
512770,655
514748,708
508194,662
513008,670
507227,665
513382,660
508194,662
508194,662
508022,658
513382,660
508194,662
511590,664
511408,702
508022,658
508516,685
516371,661
516371,661
510169,667
507001,663
511682,666
507227,665
512770,655
508022,658
508194,662
514349,668
511731,705
508194,662
507227,665
508022,658
508194,662
516371,661
516371,661
507227,665
507001,663
505086,704
507001,663
510894,731
513382,660
516989,656
516371,661
509059,687
508194,662
511590,664
508022,658
516371,661
513382,660
508194,662
507991,718
507001,663
511275,706
513970,629
517826,818
506871,686
507716,717
514561,677
511731,705
512312,747
512541,741
505958,758
510887,745
508342,750
509514,738
505538,753
507478,764
513316,746
513316,746
511639,739
513468,737
513316,746
504352,742
511383,751
510572,743
514849,759
512541,741
514801,783
512537,748
514531,757
510572,743
511448,754
512541,741
515570,752
512537,748
505958,758
510572,743
513316,746
508531,756
504352,742
513316,746
507794,760
510199,744
510887,745
510887,745
510199,744
510199,744
511639,739
510887,745
511383,751
510199,744
513316,746
510887,745
510199,744
509257,740
512312,747
509257,740
511639,739
504352,742
509514,738
512827,749
513316,746
512541,741
512827,749
513316,746
512312,747
512312,747
512541,741
